CodAerolinea|IDAerolinea|AeropuertoOrigen|AeropuertoOrigenID|AeropuertoDestino|AeropuertoDestinoID|OperadoCarrier|Stops|Equipamiento|TicketsVendidos|Lugares|PrecioTicket|KilometrosTotales|Fecha|ocupacion
AT|4248|LHR|507|CMN|1074||0|738|234|263|50.91|863.07|2023-01-01|88.97338403041825
AT|4248|LIS|1638|CMN|1074||0|738 AT7|283|309|66.76|3389.2000000000003|2023-01-01|91.58576051779936
AT|4248|MAD|1229|TNG|1080||0|AT7|111|119|52.87|1173.6|2023-01-01|93.27731092436974
AT|4248|MRS|1353|CMN|1074||0|738|308|332|52.56|2803.7|2023-01-01|92.7710843373494
AT|4248|MXP|1524|CMN|1074||0|738 73G|262|290|59.17|2683.78|2023-01-01|90.3448275862069
AT|4248|NDR|5673|CMN|1074||0|738 AT7|288|319|52.61|1396.78|2023-01-01|90.28213166144201
AT|4248|ORY|1386|AGA|1064||0|738|349|382|63.02|1005.88|2023-01-01|91.36125654450262
AT|4248|ORY|1386|CMN|1074||0|738 763|235|256|75.72|1208.69|2023-01-01|91.796875
AT|4248|ORY|1386|OUD|1070||0|738|260|271|72.79|4217.4|2023-01-01|95.9409594095941
AT|4248|ORY|1386|RBA|1072||0|738|234|260|77.64|941.76|2023-01-01|90.0
AT|4248|OZZ|1077|CMN|1074||0|738 AT7|310|310|63.84|880.1|2023-01-01|100.0
AT|4248|PNR|886|CMN|1074||0|738|149|175|57.51|1111.11|2023-01-01|85.14285714285714
AT|4248|RAI|5674|BJL|1050||0|738|83|91|74.75|3352.81|2023-01-01|91.20879120879121
AT|4248|RAI|5674|OXB|5665||0|738|291|299|69.65|7052.3|2023-01-01|97.32441471571906
AT|4248|RAK|1075|MUC|346||0|738|308|344|65.78|2418.16|2023-01-01|89.53488372093024
AT|4248|RAK|1075|NCE|1354||0|738|125|138|63.88|3217.25|2023-01-01|90.57971014492753
AT|4248|RAK|1075|ORY|1386||0|738 744|294|322|55.33|1571.53|2023-01-01|91.30434782608695
AT|4248|RAK|1075|TLS|1273||0|738|197|215|76.57|2941.37|2023-01-01|91.62790697674419
AT|4248|ROB|1063|CMN|1074||0|73G|90|94|67.65|2213.95|2023-01-01|95.74468085106383
AT|4248|SIN|3316|AUH|2179|Y|0|332|198|232|68.83|6802.4|2023-01-01|85.34482758620689
AT|4248|SSG|891|LBV|970||0|738|138|139|53.69|6419.5|2023-01-01|99.28057553956835
AT|4248|SVO|2985|CMN|1074||0|738 73G|228|267|58.59|2812.87|2023-01-01|85.39325842696628
AT|4248|SXB|1435|CMN|1074||0|73G|307|337|68.97|1711.17|2023-01-01|91.0979228486647
AT|4248|TIP|1157|CMN|1074||0|73G 738|278|319|75.84|3243.9|2023-01-01|87.14733542319749
AT|4248|TNG|1080|AMS|580||0|73G 738|311|329|65.55|6568.6|2023-01-01|94.52887537993921
AT|4248|TNG|1080|BRU|302||0|73G 738|212|217|51.64|3970.2999999999997|2023-01-01|97.6958525345622
AT|4248|TNG|1080|LHR|507||0|73G|338|338|76.81|6584.2|2023-01-01|100.0
AT|4248|TNG|1080|ORY|1386||0|73G 738|50|57|74.53|2100.2000000000003|2023-01-01|87.71929824561403
AT|4248|TTU|1079|AHU|1078||0|AT7|237|269|65.16|7475.5|2023-01-01|88.10408921933085
AT|4248|VIL|5670|CMN|1074||0|738|312|345|58.09|2223.57|2023-01-01|90.43478260869566
AT|4248|VLC|1246|CMN|1074||0|AT7|300|346|56.27|2746.77|2023-01-01|86.70520231213872
AT|4248|YUL|146|CMN|1074||0|763|348|403|54.17|3899.13|2023-01-01|86.35235732009926
AT|4248|ZRH|1678|CMN|1074||0|738 73G|247|254|72.54|1420.08|2023-01-01|97.24409448818898
AV|515|ASU|2699|LIM|2789||0|E90|251|266|65.62|1130.55|2023-01-01|94.3609022556391
AV|515|AUC|2752|BOG|2709|Y|0|AT5 ER4|145|166|73.44|1124.72|2023-01-01|87.34939759036145
AV|515|BAQ|2710|BOG|2709||0|319 318 320|145|163|79.11|4939.5|2023-01-01|88.95705521472392
AV|515|BAQ|2710|CLO|2715||0|320 318|204|211|67.07|2146.93|2023-01-01|96.6824644549763
AV|515|BGA|2708|MDE|2745||0|320|241|255|79.23|1536.3|2023-01-01|94.50980392156862
AV|515|BOG|2709|ADZ|2749||0|320|207|210|62.24|3209.01|2023-01-01|98.57142857142858
AV|515|BOG|2709|BAQ|2710||0|320 318 319|173|180|60.23|928.8|2023-01-01|96.11111111111111
AV|515|BOG|2709|CUR|2897||0|319 318 320|252|260|66.61|3412.7|2023-01-01|96.92307692307692
AV|515|BOG|2709|EZE|3988||0|330|51|57|59.4|2007.43|2023-01-01|89.47368421052632
AV|515|BOG|2709|FLL|3533||0|320|218|249|60.28|2173.0|2023-01-01|87.55020080321285
AV|515|BOG|2709|GUA|1767||0|318|212|228|56.0|4360.7|2023-01-01|92.98245614035088
AV|515|BOG|2709|JFK|3797||0|319 330|181|201|69.72|5685.5|2023-01-01|90.04975124378109
AV|515|BOG|2709|PCR|2738|Y|0|ER4|207|233|72.23|1646.23|2023-01-01|88.8412017167382
AV|515|BOG|2709|PSO|2742||0|318|241|254|53.45|2944.84|2023-01-01|94.88188976377953
AV|515|BOG|2709|PTY|1871||0|319 330 73G 320|262|301|77.04|1037.9|2023-01-01|87.04318936877077
AV|515|BOG|2709|PUJ|1760||0|320 319|159|164|58.29|3710.8999999999996|2023-01-01|96.95121951219512
AV|515|BOG|2709|SDQ|1762||0|319|228|230|52.7|2597.25|2023-01-01|99.1304347826087
AV|515|BOG|2709|UIB|2753|Y|0|AT5|79|82|65.91|8361.98|2023-01-01|96.34146341463415
AV|515|BOG|2709|YYZ|193|Y|0|763|85|86|74.32|4890.2|2023-01-01|98.83720930232558
AV|515|CLO|2715|MAD|1229||0|330|243|271|77.28|1690.62|2023-01-01|89.66789667896678
AV|515|CLO|2715|SAL|1892||0|E90|132|141|61.22|1478.37|2023-01-01|93.61702127659575
AV|515|CLT|3876|SJO|1885||0|319|301|331|77.83|1258.9|2023-01-01|90.93655589123867
AV|515|CUC|2713|MDE|2745||0|318|342|354|58.61|2215.2000000000003|2023-01-01|96.61016949152543
AV|515|CUR|2897|BOG|2709||0|319 318 320|98|107|75.8|2072.2|2023-01-01|91.58878504672897
AV|515|CZU|2717|BOG|2709|Y|0|AT5|152|156|55.14|2193.41|2023-01-01|97.43589743589743
AV|515|EOH|2729|APO|5476|Y|0|AT5 AT7|249|254|57.0|2501.63|2023-01-01|98.03149606299213
AV|515|EWR|3494|BOG|2709||0|73G|79|83|70.14|1035.82|2023-01-01|95.18072289156626
AV|515|EZE|3988|LIM|2789||0|330 321|165|189|51.34|1094.67|2023-01-01|87.3015873015873
AV|515|FLA|2719|BOG|2709||0|AT7|163|179|75.2|1224.92|2023-01-01|91.06145251396647
AV|515|GIG|2560|BOG|2709||0|319|196|209|52.25|1396.86|2023-01-01|93.77990430622009
AV|515|GIG|2560|LIM|2789|Y|0|320|244|281|63.94|6953.3|2023-01-01|86.83274021352312
AV|515|GUA|1767|SAL|1892||0|E90 319 320 321|242|254|52.24|3358.32|2023-01-01|95.2755905511811
AV|515|GUA|1767|TGU|1776||0|ATR|327|331|57.48|912.04|2023-01-01|98.79154078549848
AV|515|GYE|2673|BOG|2709|Y|0|319|265|281|72.81|1230.04|2023-01-01|94.30604982206405
AV|515|GYE|2673|CLO|2715|Y|0|319|136|137|50.86|1215.59|2023-01-01|99.27007299270073
AV|515|GYE|2673|LIM|2789||0|320 319|67|78|62.77|2304.78|2023-01-01|85.8974358974359
AV|515|GYE|2673|SAL|1892||0|E90|316|349|69.47|2500.8|2023-01-01|90.54441260744986
AV|515|HAV|1909|BOG|2709||0|318 319|212|214|76.94|6793.01|2023-01-01|99.06542056074767
AV|515|IAH|3550|SAL|1892||0|738 E90|179|188|67.07|1284.82|2023-01-01|95.2127659574468
AV|515|IBE|2724|BOG|2709||0|AT7|287|326|55.57|2054.54|2023-01-01|88.03680981595092
AV|515|JFK|3797|SAP|1772||0|320|293|326|66.92|2091.05|2023-01-01|89.87730061349694
AV|515|LIM|2789|ANF|2651|Y|0|319|294|294|67.63|1880.5|2023-01-01|100.0
AV|515|LIM|2789|CCS|2851||0|E90|85|88|76.81|3253.71|2023-01-01|96.5909090909091
AV|515|LIM|2789|EZE|3988||0|321 330|87|93|79.04|956.25|2023-01-01|93.54838709677419
AV|515|LIM|2789|GIG|2560|Y|0|320|322|377|67.32|1728.18|2023-01-01|85.41114058355438
AV|515|LIM|2789|VVI|2771||0|319|92|107|50.83|2985.05|2023-01-01|85.98130841121495
AV|515|MAD|1229|CLO|2715||0|330|317|369|67.26|3099.27|2023-01-01|85.90785907859079
AV|515|MCO|3878|BOG|2709||0|319|139|163|73.28|878.12|2023-01-01|85.2760736196319
AV|515|MDE|2745|CLO|2715||0|319 318 AT7 320|206|214|57.34|2471.54|2023-01-01|96.26168224299066
AV|515|MDE|2745|LIM|2789||0|319|25|26|52.1|3113.49|2023-01-01|96.15384615384616
AV|515|MDE|2745|SAL|1892||0|E90|210|220|70.48|2104.66|2023-01-01|95.45454545454545
AV|515|MDE|2745|SMR|2748||0|318 320|154|161|76.03|1274.7|2023-01-01|95.65217391304348
AV|515|MEX|1824|YYZ|193||0|319|158|170|69.68|2810.2|2023-01-01|92.94117647058823
AV|515|MIA|3576|BOG|2709||0|319 330|60|67|58.17|2035.15|2023-01-01|89.55223880597015
AV|515|MIA|3576|CLO|2715||0|319 318 320|144|160|51.51|841.47|2023-01-01|90.0
AV|515|MIA|3576|MDE|2745||0|319 320|85|94|57.37|5797.799999999999|2023-01-01|90.42553191489363
AV|515|MIA|3576|SAL|1892||0|320 319 E90|51|58|61.64|1662.18|2023-01-01|87.93103448275862
AV|515|MIA|3576|SAP|1772||0|320 E90 319|228|241|70.08|988.84|2023-01-01|94.6058091286307
AV|515|PSO|2742|CLO|2715||0|AT7|30|30|73.3|2881.27|2023-01-01|100.0
AV|515|PTY|1871|SAL|1892||0|E90|153|172|59.12|2856.11|2023-01-01|88.95348837209302
AV|515|PUJ|1760|BOG|2709||0|320 319|82|88|72.22|3675.85|2023-01-01|93.18181818181817
AV|515|SAL|1892|BOG|2709||0|E90 320 319|125|135|53.68|1752.6|2023-01-01|92.5925925925926
AV|515|SAL|1892|BZE|1957||0|E90|330|347|53.86|1312.0|2023-01-01|95.10086455331412
AV|515|SAL|1892|GYE|2673||0|E90|142|149|51.91|1016.13|2023-01-01|95.30201342281879
AV|515|SAL|1892|LIM|2789||0|321 E90 319 320|194|207|69.34|1668.4|2023-01-01|93.71980676328504
AV|515|SAL|1892|LIR|1881||0|ATR|43|44|50.07|3684.6|2023-01-01|97.72727272727273
AV|515|SAL|1892|MDE|2745||0|E90|335|357|70.33|2273.05|2023-01-01|93.8375350140056
AV|515|SAL|1892|SFO|3469||0|319 320|58|66|65.44|5062.0|2023-01-01|87.87878787878788
AV|515|SAP|1772|JFK|3797||0|320|300|305|65.7|4448.22|2023-01-01|98.36065573770492
AV|515|SCL|2650|ANF|2651|Y|0|319|263|309|79.24|4210.33|2023-01-01|85.11326860841424
AV|515|SCL|2650|LIM|2789||0|321 319|94|100|51.07|1429.8|2023-01-01|94.0
AV|515|SFO|3469|SAL|1892||0|319 320|101|116|64.27|1011.31|2023-01-01|87.06896551724138
AV|515|SJO|1885|BOG|2709||0|319|271|275|78.96|7243.400000000001|2023-01-01|98.54545454545455
AV|515|SJO|1885|GUA|1767||0|320|222|244|57.3|5755.1|2023-01-01|90.98360655737704
AV|515|SJO|1885|LIM|2789||0|320|144|146|70.13|3837.62|2023-01-01|98.63013698630137
AV|515|SJO|1885|PTY|1871||0|319 E90|310|331|62.48|1378.5|2023-01-01|93.65558912386706
AV|515|SJO|1885|SAL|1892||0|E90 320 321 319|337|371|60.53|3564.17|2023-01-01|90.83557951482479
AV|515|SJO|1885|TGU|1776||0|ATR|343|378|79.33|1407.64|2023-01-01|90.74074074074075
AV|515|SJU|2890|BOG|2709||0|319|317|366|52.7|1341.17|2023-01-01|86.6120218579235
AV|515|SMR|2748|BOG|2709||0|320 318 319|312|364|79.12|1270.76|2023-01-01|85.71428571428571
AV|515|TGU|1776|GUA|1767||0|ATR|138|140|58.59|3465.55|2023-01-01|98.57142857142858
AV|515|UIO|2688|SAL|1892||0|319 320|264|267|78.61|3628.2999999999997|2023-01-01|98.87640449438202
AV|515|VVC|2756|MVP|2732|Y|0|AT5|297|322|67.31|3622.17|2023-01-01|92.2360248447205
AV|515|YYZ|193|MEX|1824||0|319|349|386|55.1|1337.7|2023-01-01|90.41450777202073
AW|16960|ACC|248|KMS|5556||0|ER4|41|42|68.59|4605.85|2023-01-01|97.61904761904762
AW|16960|LOS|273|ACC|248||0|ER4|252|286|59.42|977.07|2023-01-01|88.11188811188812
AY|2350|AGP|1230|HEL|421||0|320 32B 321|247|269|62.04|818.59|2023-01-01|91.82156133828995
AY|2350|AMS|580|HEL|421||0|320 321|141|159|77.07|1626.86|2023-01-01|88.67924528301887
AY|2350|AMS|580|LIS|1638|Y|0|320 319|291|325|66.13|4717.5|2023-01-01|89.53846153846153
AY|2350|AMS|580|OPO|1636|Y|0|100 ER4|229|237|59.51|4217.200000000001|2023-01-01|96.62447257383965
AY|2350|ATL|3682|LHR|507|Y|0|777|263|292|71.01|1105.15|2023-01-01|90.06849315068493
AY|2350|AYT|1688|HEL|421||0|320|225|231|62.8|1581.39|2023-01-01|97.40259740259741
AY|2350|BCN|1218|JFK|3797||0|763|326|337|68.54|6578.79|2023-01-01|96.73590504451039
AY|2350|BOS|3448|LHR|507||0|777 744|313|342|58.63|2349.36|2023-01-01|91.52046783625731
AY|2350|BOS|3448|MAD|1229||0|333|288|331|62.6|1315.43|2023-01-01|87.00906344410876
AY|2350|BRU|302|HEL|421||0|319 320 343|146|147|57.01|1272.23|2023-01-01|99.31972789115646
AY|2350|BRU|302|LIS|1638|Y|0|321 320 319 100|205|232|52.41|1255.56|2023-01-01|88.36206896551724
AY|2350|CDG|1382|DFW|3670|Y|0|763 777|238|257|68.64|1398.81|2023-01-01|92.60700389105058
AY|2350|CDG|1382|ORD|3830|Y|0|763|310|332|51.33|3811.14|2023-01-01|93.37349397590361
AY|2350|CKG|3393|HEL|421||0|333|138|154|51.77|5488.8|2023-01-01|89.6103896103896
AY|2350|CPH|609|TXL|351|Y|0|738 319 73G|230|264|76.5|2191.94|2023-01-01|87.12121212121212
AY|2350|CTA|1509|DUS|345|Y|0|321 738|170|182|74.36|4720.41|2023-01-01|93.4065934065934
AY|2350|DEN|3751|LHR|507||0|777|177|208|51.74|4183.75|2023-01-01|85.09615384615384
AY|2350|DFW|3670|LHR|507||0|744|205|215|63.01|3810.0|2023-01-01|95.34883720930233
AY|2350|DFW|3670|MAD|1229||0|777|228|241|60.24|4888.5|2023-01-01|94.6058091286307
AY|2350|DME|4029|HEL|421||0|319|156|172|72.48|2333.4|2023-01-01|90.69767441860465
AY|2350|DUS|345|CTA|1509|Y|0|738|202|226|69.64|2018.46|2023-01-01|89.38053097345133
AY|2350|DUS|345|HEL|421|Y|0|E90|320|342|61.66|815.85|2023-01-01|93.56725146198829
AY|2350|FLR|1563|VIE|1613|Y|0|DH4|210|230|74.87|1342.3|2023-01-01|91.30434782608695
AY|2350|GVA|1665|HEL|421|Y|0|E90 E70|226|245|64.82|4118.09|2023-01-01|92.24489795918367
AY|2350|GZP|8266|HEL|421||0|319|325|362|65.09|1251.35|2023-01-01|89.77900552486187
AY|2350|HAM|342|SZG|1612|Y|0|320 319|335|336|73.4|6065.700000000001|2023-01-01|99.70238095238095
AY|2350|HEL|421|AMS|580||0|320 321|316|357|77.69|2340.7|2023-01-01|88.51540616246498
AY|2350|HEL|421|CPH|609||0|320 319 321|177|198|78.44|924.22|2023-01-01|89.39393939393939
AY|2350|HEL|421|DBV|1200||0|320 321|289|302|78.9|6755.0|2023-01-01|95.69536423841059
AY|2350|HEL|421|DEL|3093||0|333|316|334|68.52|3482.76|2023-01-01|94.61077844311377
AY|2350|HEL|421|DME|4029||0|319|261|282|65.86|1381.69|2023-01-01|92.5531914893617
AY|2350|HEL|421|FRA|340|Y|0|E90|138|138|63.99|3133.2999999999997|2023-01-01|100.0
AY|2350|HEL|421|HAM|342||0|319|124|144|51.68|2208.0|2023-01-01|86.11111111111111
AY|2350|HEL|421|HKG|3077||0|343|186|203|55.5|1072.6|2023-01-01|91.62561576354679
AY|2350|HEL|421|ICN|3930||0|333|310|362|68.42|2394.09|2023-01-01|85.6353591160221
AY|2350|HEL|421|JOE|429|Y|0|AT7 ATR E70 E90|274|286|62.81|4273.4|2023-01-01|95.8041958041958
AY|2350|HEL|421|JYV|430||0|ATR|334|357|56.41|1560.95|2023-01-01|93.55742296918767
AY|2350|HEL|421|KIX|3992||0|333|282|319|63.28|818.54|2023-01-01|88.40125391849529
AY|2350|HEL|421|KOK|435|Y|0|AT7|258|284|63.94|6851.3|2023-01-01|90.84507042253522
AY|2350|HEL|421|KUO|439||0|319|241|269|68.4|3083.14|2023-01-01|89.59107806691449
AY|2350|HEL|421|LHR|507||0|32B 320 321|349|384|75.31|1156.22|2023-01-01|90.88541666666666
AY|2350|HEL|421|MAD|1229||0|321|296|301|71.87|5503.5|2023-01-01|98.33887043189368
AY|2350|HEL|421|OSL|644||0|319|345|392|74.32|1102.52|2023-01-01|88.01020408163265
AY|2350|HEL|421|PEK|3364||0|333|331|356|56.64|1243.06|2023-01-01|92.97752808988764
AY|2350|HEL|421|PRG|1587||0|319 321 320|291|321|63.75|1211.66|2023-01-01|90.65420560747664
AY|2350|HEL|421|SIN|3316||0|343|249|272|57.74|2662.1|2023-01-01|91.54411764705883
AY|2350|HEL|421|SVX|2975||0|319|213|234|54.31|2700.43|2023-01-01|91.02564102564102
AY|2350|HEL|421|WAW|679|Y|0|E70 E90|127|140|60.31|3064.0|2023-01-01|90.71428571428571
AY|2350|HEL|421|XIY|3379||0|333|327|384|70.21|4848.47|2023-01-01|85.15625
AY|2350|HKG|3077|HEL|421||0|343|291|296|69.5|2024.09|2023-01-01|98.3108108108108
AY|2350|HKG|3077|SYD|3361|Y|0|388 744|301|350|57.83|3331.23|2023-01-01|86.0
AY|2350|JFK|3797|CDG|1382||0|763 757|159|168|72.09|6978.8|2023-01-01|94.64285714285714
AY|2350|JFK|3797|DUB|599||0|757|330|355|68.56|3611.96|2023-01-01|92.95774647887323
AY|2350|JFK|3797|LCY|503||0|318|243|272|72.25|4743.1|2023-01-01|89.33823529411765
AY|2350|JFK|3797|MXP|1524|Y|0|763|226|237|79.0|2447.21|2023-01-01|95.35864978902954
AY|2350|JFK|3797|YYZ|193|Y|0|CR7|212|240|65.54|1283.8|2023-01-01|88.33333333333333
AY|2350|JYV|430|HEL|421|Y|0|AT7|153|176|72.07|5959.099999999999|2023-01-01|86.93181818181817
AY|2350|KAJ|433|HEL|421|Y|0|AT7|86|97|71.06|1272.88|2023-01-01|88.65979381443299
AY|2350|KEF|16|HEL|421|Y|0|75W|324|342|73.22|1508.3|2023-01-01|94.73684210526315
AY|2350|KEM|432|HEL|421|Y|0|AT7|300|349|58.66|4393.9|2023-01-01|85.95988538681948
AY|2350|KUO|439|HEL|421||0|319|201|232|59.31|899.93|2023-01-01|86.63793103448276
AY|2350|LGW|502|TPA|3646||0|777|89|89|66.81|5615.2|2023-01-01|100.0
AY|2350|LHR|507|AUS|3673||0|788|316|354|70.62|960.13|2023-01-01|89.26553672316385
AY|2350|LHR|507|BOS|3448||0|744 777|295|302|78.41|1406.41|2023-01-01|97.68211920529801
AY|2350|LHR|507|DEN|3751||0|777|343|401|62.42|1754.81|2023-01-01|85.53615960099751
AY|2350|LHR|507|JFK|3797||0|744 77W 777|244|259|55.43|6166.83|2023-01-01|94.20849420849422
AY|2350|LHR|507|ORD|3830||0|763 744 777|123|128|79.57|1787.71|2023-01-01|96.09375
AY|2350|LHR|507|RDU|3626|Y|0|763|53|53|62.18|3085.63|2023-01-01|100.0
AY|2350|LHR|507|SEA|3577||0|744 777|165|185|74.72|1509.48|2023-01-01|89.1891891891892
AY|2350|LHR|507|YUL|146|Y|0|777|301|316|65.11|3447.78|2023-01-01|95.25316455696202
AY|2350|LIS|1638|AMS|580|Y|0|320 319|323|370|50.2|1893.41|2023-01-01|87.29729729729729
AY|2350|LIS|1638|GVA|1665|Y|0|320 321|150|152|78.75|1548.73|2023-01-01|98.68421052631578
AY|2350|LIS|1638|HEL|421|Y|0|320|215|226|72.93|1904.59|2023-01-01|95.13274336283186
AY|2350|MAD|1229|JFK|3797||0|757 333 346|317|329|78.07|980.81|2023-01-01|96.35258358662614
AY|2350|MAD|1229|LAX|3484||0|346 343|205|218|64.83|2055.4|2023-01-01|94.03669724770643
AY|2350|MAD|1229|ORD|3830||0|333|326|335|70.67|1806.78|2023-01-01|97.31343283582089
AY|2350|MAD|1229|VGO|1250|Y|0|32S|49|52|69.87|1836.85|2023-01-01|94.23076923076923
AY|2350|MAN|478|JFK|3797|Y|0|757|147|156|50.31|2224.1|2023-01-01|94.23076923076923
AY|2350|MIA|3576|MXP|1524|Y|0|763|299|323|72.95|2250.69|2023-01-01|92.56965944272446
AY|2350|MMX|708|BMA|738|Y|0|AR8 AR1|186|201|53.62|4025.7|2023-01-01|92.53731343283582
AY|2350|OSL|644|TXL|351|Y|0|319|148|173|77.21|2260.88|2023-01-01|85.54913294797689
AY|2350|PVG|3406|HEL|421||0|343|269|297|53.18|7618.400000000001|2023-01-01|90.57239057239057
AY|2350|SEA|3577|LHR|507||0|744 777|239|247|71.51|1287.72|2023-01-01|96.76113360323887
AY|2350|SFO|3469|LHR|507||0|744|231|234|66.89|1328.89|2023-01-01|98.71794871794873
AY|2350|SVO|2985|HEL|421||0|319 320|272|302|76.32|920.81|2023-01-01|90.06622516556291
AY|2350|SYD|3361|HKG|3077|Y|0|388 744|196|222|56.85|5431.15|2023-01-01|88.28828828828829
AY|2350|TAY|416|HEL|421|Y|0|AT7|166|176|51.15|2020.23|2023-01-01|94.31818181818183
AY|2350|TKU|460|HEL|421|Y|0|AT7 ATR|339|384|64.44|3440.2999999999997|2023-01-01|88.28125
AY|2350|TLL|415|HEL|421|Y|0|ATR AT7|336|374|59.11|7529.5|2023-01-01|89.83957219251337
AY|2350|TLV|1590|HEL|421||0|320|180|193|61.83|5126.2|2023-01-01|93.26424870466322
AY|2350|TXL|351|OSL|644|Y|0|319|191|221|70.16|1125.8|2023-01-01|86.42533936651584
AY|2350|TXL|351|OTP|1657|Y|0|320 73G|301|320|68.36|1767.68|2023-01-01|94.0625
AY|2350|TXL|351|SOF|1194|Y|0|73G|218|240|66.32|5295.19|2023-01-01|90.83333333333333
AY|2350|UME|728|BMA|738|Y|0|AR1 AR8|153|179|63.88|1948.08|2023-01-01|85.47486033519553
AY|2350|YUL|146|LHR|507|Y|0|777|284|309|60.04|913.27|2023-01-01|91.9093851132686
AY|2350|YVR|156|LHR|507|Y|0|744|145|169|67.27|904.39|2023-01-01|85.79881656804734
AZ|596|AJA|1324|MRS|1353||0|320 AT7|251|287|58.13|1312.58|2023-01-01|87.45644599303137
AZ|596|AMS|580|BLL|608|Y|0|737 F70 E90|348|409|63.74|1532.3|2023-01-01|85.08557457212714
AZ|596|AMS|580|BRE|353|Y|0|F70|146|170|55.76|2110.04|2023-01-01|85.88235294117646
AZ|596|AMS|580|CPT|797|Y|0|777|314|366|50.23|6141.799999999999|2023-01-01|85.79234972677595
AZ|596|AMS|580|CTA|1509||0|320|296|327|59.57|2962.3|2023-01-01|90.51987767584097
AZ|596|AMS|580|FLR|1563||0|E90|159|182|67.36|1721.37|2023-01-01|87.36263736263736
AZ|596|AMS|580|HAJ|352|Y|0|E90 F70|300|337|79.23|1522.82|2023-01-01|89.02077151335311
AZ|596|AMS|580|HAM|342|Y|0|737 F70 E90|249|292|59.03|9572.73|2023-01-01|85.27397260273972
AZ|596|AMS|580|LBA|517|Y|0|F70|311|358|54.31|6745.2|2023-01-01|86.87150837988827
AZ|596|AMS|580|LIM|2789|Y|0|77W 777|342|345|79.17|856.61|2023-01-01|99.1304347826087
AZ|596|AMS|580|MME|522|Y|0|F70|48|53|72.12|1391.58|2023-01-01|90.56603773584906
AZ|596|AMS|580|NBO|4059|Y|0|747|154|180|53.78|1177.13|2023-01-01|85.55555555555556
AZ|596|AMS|580|PMO|1512||0|320|243|259|66.63|3226.47|2023-01-01|93.82239382239382
AZ|596|AMS|580|TRD|665|Y|0|E90|165|171|71.86|5225.900000000001|2023-01-01|96.49122807017544
AZ|596|AMS|580|TRF|664|Y|0|E90|162|172|61.38|2464.0|2023-01-01|94.18604651162791
AZ|596|ATH|3941|FCO|1555||0|321 32S 319|88|94|69.2|7499.6|2023-01-01|93.61702127659575
AZ|596|ATH|3941|VCE|1551|Y|0|320|227|244|50.3|1356.92|2023-01-01|93.0327868852459
AZ|596|ATL|3682|AUS|3673|Y|0|M90 M88|168|190|58.75|1421.8|2023-01-01|88.42105263157895
AZ|596|ATL|3682|AVL|4007|Y|0|CRJ M88|297|312|59.1|1224.59|2023-01-01|95.1923076923077
AZ|596|ATL|3682|BHM|3811|Y|0|M88|86|97|73.31|2348.4|2023-01-01|88.65979381443299
AZ|596|ATL|3682|BUF|3820|Y|0|M90 M88|346|389|76.75|3132.2000000000003|2023-01-01|88.94601542416453
AZ|596|ATL|3682|BWI|3849|Y|0|320 M90|193|215|58.51|1670.08|2023-01-01|89.76744186046511
AZ|596|ATL|3682|CLT|3876|Y|0|M88|138|146|65.7|7860.01|2023-01-01|94.52054794520548
AZ|596|ATL|3682|DAY|3627|Y|0|M88|104|114|56.63|3595.15|2023-01-01|91.22807017543859
AZ|596|ATL|3682|DCA|3520|Y|0|M90 757|257|277|73.03|2106.54|2023-01-01|92.7797833935018
AZ|596|ATL|3682|DFW|3670|Y|0|M88|338|368|73.51|2180.84|2023-01-01|91.84782608695652
AZ|596|ATL|3682|DTW|3645|Y|0|M90|265|268|74.34|1841.5|2023-01-01|98.88059701492537
AZ|596|ATL|3682|EWR|3494|Y|0|717|327|353|73.57|1452.7|2023-01-01|92.63456090651559
AZ|596|ATL|3682|ICT|3457|Y|0|CR9|347|392|61.93|6821.599999999999|2023-01-01|88.5204081632653
AZ|596|ATL|3682|JAN|3580|Y|0|717 CR9|118|135|50.51|1271.06|2023-01-01|87.4074074074074
AZ|596|ATL|3682|MEX|1824|Y|0|73W 73H|340|351|54.59|1655.58|2023-01-01|96.86609686609687
AZ|596|ATL|3682|MSP|3858|Y|0|M90|328|354|71.26|1967.77|2023-01-01|92.65536723163842
AZ|596|ATL|3682|MYR|3515|Y|0|CR9 717 319|321|337|79.98|7793.099999999999|2023-01-01|95.25222551928783
AZ|596|ATL|3682|OKC|3863|Y|0|M88|180|207|60.36|2768.6|2023-01-01|86.95652173913044
AZ|596|ATL|3682|OMA|3454|Y|0|M88 M90|211|228|56.6|3033.7|2023-01-01|92.54385964912281
AZ|596|ATL|3682|ORF|3611|Y|0|M88 M90|208|214|61.24|4383.9|2023-01-01|97.19626168224299
AZ|596|ATL|3682|PBI|3722|Y|0|757|345|391|62.22|1447.43|2023-01-01|88.23529411764706
AZ|596|ATL|3682|PIT|3570|Y|0|CR9 M88|348|365|72.04|2956.0|2023-01-01|95.34246575342465
AZ|596|ATL|3682|PTY|1871|Y|0|738|46|51|64.22|2723.59|2023-01-01|90.19607843137256
AZ|596|ATL|3682|SAT|3621|Y|0|M90 757|64|69|54.12|3037.5|2023-01-01|92.7536231884058
AZ|596|ATL|3682|SAV|3613|Y|0|717 M88|257|280|52.22|3029.03|2023-01-01|91.78571428571428
AZ|596|ATL|3682|TUS|3636|Y|0|M90|149|164|78.85|4401.3|2023-01-01|90.85365853658537
