CodAerolinea|IDAerolinea|AeropuertoOrigen|AeropuertoOrigenID|AeropuertoDestino|AeropuertoDestinoID|OperadoCarrier|Stops|Equipamiento|TicketsVendidos|Lugares|PrecioTicket|KilometrosTotales|Fecha|ocupacion
BT|333|BRU|302|VNO|3959|Y|0|AR1 319|21|95|79.17|2020.0|2023-01-01|22.105263157894736
BT|333|RIX|3953|DUS|345||0|DH4|1|97|59.26|4661.51|2023-01-01|1.0309278350515463
BT|333|RIX|3953|TXL|351||0|DH4 735|26|123|74.89|1044.96|2023-01-01|21.138211382113823
BU|16508|FKI|1031|GOM|1036||0|320|10|57|67.34|1542.64|2023-01-01|17.543859649122805
BU|16508|IRP|1032|FKI|1031||0|F50|2|56|73.25|2527.2|2023-01-01|3.571428571428571
BU|16508|KGA|1042|FBM|1038||0|100|16|93|62.17|2134.94|2023-01-01|17.20430107526882
BV|1463|MXP|1524|CUN|1852||0|767|7|46|79.98|2410.94|2023-01-01|15.217391304347828
BW|1663|ANU|2874|BGI|2875||0|738|30|123|71.44|1024.42|2023-01-01|24.390243902439025
BW|1663|BGI|2875|SXM|2899||0|738|1|7|75.31|3374.0|2023-01-01|14.285714285714285
BW|1663|POS|2902|CCS|2851||0|ATR|12|85|74.52|4125.16|2023-01-01|14.117647058823529
CA|751|CAN|3370|HRB|3400|Y|0|320|1|29|57.08|6493.099999999999|2023-01-01|3.4482758620689653
CA|751|CAN|3370|NRT|2279|Y|0|763|1|80|75.52|9930.87|2023-01-01|1.25
CA|751|CGO|3375|TAO|3390|Y|0|738|7|64|64.21|5557.3|2023-01-01|10.9375
CA|751|CJJ|6008|PEK|3364|Y|0|321|31|129|70.13|1934.53|2023-01-01|24.031007751937985
CA|751|CKG|3393|ICN|3930||0|763 321|14|86|60.05|2396.83|2023-01-01|16.27906976744186
CA|751|CKG|3393|PEK|3364||0|738 773 330 737 321|11|102|54.32|1198.49|2023-01-01|10.784313725490197
CA|751|CKG|3393|ZUH|6355||0|738|5|29|78.4|2028.82|2023-01-01|17.24137931034483
CA|751|CTU|3395|CGO|3375||0|320|1|78|52.57|2377.18|2023-01-01|1.282051282051282
CA|751|CTU|3395|HAK|4120||0|319|4|17|56.9|1001.92|2023-01-01|23.52941176470588
CA|751|CTU|3395|INC|4085||0|321|8|106|55.37|6374.2|2023-01-01|7.547169811320755
CA|751|DSN|6434|PEK|3364||0|738|5|104|58.73|7114.6|2023-01-01|4.807692307692308
CA|751|GVA|1665|ARN|737||0|736 73H 717|13|85|57.08|1076.36|2023-01-01|15.294117647058824
CA|751|HAK|4120|NKG|3388||0|320|15|87|78.62|1104.07|2023-01-01|17.24137931034483
CA|751|HFE|3389|CAN|3370||0|738|28|120|50.39|3704.25|2023-01-01|23.333333333333332
CA|751|HGH|3386|INC|4085||0|319|6|77|77.49|985.76|2023-01-01|7.792207792207792
CA|751|ICN|3930|TNA|4108|Y|0|738|13|83|73.33|1020.24|2023-01-01|15.66265060240964
CA|751|INC|4085|URC|3399|Y|0|738|5|51|50.92|1292.31|2023-01-01|9.803921568627452
CA|751|JDZ|6380|XIY|3379||0|320|27|121|52.72|4180.1|2023-01-01|22.31404958677686
CA|751|KHG|3397|URC|3399||0|738|10|80|64.17|4516.86|2023-01-01|12.5
CA|751|KIX|3992|DLC|3404||0|738|3|30|76.03|3050.2|2023-01-01|10.0
CA|751|KIX|3992|TNA|4108|Y|0|738|17|114|50.01|2014.18|2023-01-01|14.912280701754385
CA|751|KWL|3372|NGB|3387|Y|0|738|17|73|54.44|1054.83|2023-01-01|23.28767123287671
CA|751|LXA|4097|PEK|3364||0|319|19|106|51.95|1373.05|2023-01-01|17.92452830188679
CA|751|NGO|3942|PVG|3406||0|319|20|118|50.92|2134.6|2023-01-01|16.94915254237288
CA|751|NKG|3388|TYN|3369|Y|0|738|12|67|76.05|1633.54|2023-01-01|17.91044776119403
CA|751|NNG|3373|NKG|3388||0|738|31|131|57.07|2938.81|2023-01-01|23.66412213740458
CA|751|NTG|5475|XMN|3383|Y|0|738|11|62|67.84|3077.9|2023-01-01|17.741935483870968
CA|751|PEK|3364|CAI|1128|Y|0|330|5|84|54.17|5464.099999999999|2023-01-01|5.952380952380952
CA|751|PEK|3364|DAT|6344||0|738|13|67|54.45|3256.28|2023-01-01|19.402985074626866
CA|751|PEK|3364|DXB|2188||0|333|16|112|64.15|981.16|2023-01-01|14.285714285714285
CA|751|PEK|3364|DYG|6353||0|737 738|1|14|67.27|1398.96|2023-01-01|7.142857142857142
CA|751|PEK|3364|HRB|3400||0|321 738|32|130|74.08|3853.69|2023-01-01|24.615384615384617
CA|751|PEK|3364|JGS|6428||0|738|9|100|64.36|2087.1|2023-01-01|9.0
CA|751|PEK|3364|TNA|4108|Y|0|738|13|80|50.77|1903.76|2023-01-01|16.25
CA|751|PEK|3364|TPE|2276||0|333 77W 744|5|42|59.08|2037.66|2023-01-01|11.904761904761903
CA|751|PEK|3364|URC|3399||0|738 772 321|18|78|79.48|2419.7999999999997|2023-01-01|23.076923076923077
CA|751|PVG|3406|ORD|3830|Y|0|744|8|99|63.09|805.1|2023-01-01|8.080808080808081
CA|751|SHA|3391|PEK|3364||0|330 744 773 738 333 320|15|67|51.39|1509.01|2023-01-01|22.388059701492537
CA|751|SHA|3391|TNA|4108|Y|0|738|2|21|63.77|1365.1|2023-01-01|9.523809523809524
CA|751|SHE|4144|SZX|3374|Y|0|320|2|98|67.32|1973.19|2023-01-01|2.0408163265306123
CA|751|SYX|4030|WNZ|6392||0|320|0|71|71.56|1341.95|2023-01-01|0.0
CA|751|SZX|3374|JJN|6386||0|320|2|29|58.06|2828.01|2023-01-01|6.896551724137931
CA|751|TNA|4108|INC|4085|Y|0|CR2 738|6|60|62.49|4848.6|2023-01-01|10.0
CA|751|TNA|4108|LHW|6431|Y|0|738|4|34|58.09|1317.83|2023-01-01|11.76470588235294
CA|751|TSN|3368|HET|6345|Y|0|738|17|83|78.78|951.58|2023-01-01|20.481927710843372
CA|751|TSN|3368|XIY|3379||0|738|2|96|55.81|5870.900000000001|2023-01-01|2.083333333333333
CA|751|TYN|3369|TAO|3390|Y|0|738|12|67|62.68|2874.67|2023-01-01|17.91044776119403
CA|751|TYN|3369|TNA|4108|Y|0|CR7 CR2|12|110|50.98|6144.700000000001|2023-01-01|10.909090909090908
CA|751|WUH|3376|TNA|4108|Y|0|738|3|20|78.78|6942.6|2023-01-01|15.0
CA|751|WUX|6390|XIY|3379||0|738|6|45|70.61|6740.700000000001|2023-01-01|13.333333333333334
CA|751|XIY|3379|WNZ|6392||0|320|1|25|61.28|5645.299999999999|2023-01-01|4.0
CA|751|XIY|3379|XMN|3383|Y|0|738|14|64|59.51|1039.55|2023-01-01|21.875
CA|751|XMN|3383|WUX|6390|Y|0|738|7|81|60.06|886.56|2023-01-01|8.641975308641975
CA|751|YCU|6430|CAN|3370||0|737|10|85|61.8|875.17|2023-01-01|11.76470588235294
CA|751|YCU|6430|TSN|3368||0|738 737|2|58|59.1|3334.75|2023-01-01|3.4482758620689653
CA|751|YIC|9107|PEK|3364|Y|0|320|20|114|70.69|6657.7|2023-01-01|17.543859649122805
CA|751|YIW|6394|CTU|3395||0|319|8|48|77.1|1134.02|2023-01-01|16.666666666666664
CA|751|YNJ|6414|ICN|3930||0|738|8|99|71.77|941.7|2023-01-01|8.080808080808081
CA|751|YNJ|6414|PEK|3364||0|738|19|119|62.64|4679.98|2023-01-01|15.966386554621847
CA|751|YNZ|6393|PEK|3364||0|737|16|114|55.76|6331.3|2023-01-01|14.035087719298245
CA|751|YTY|8876|XMN|3383|Y|0|320|23|113|52.79|1480.48|2023-01-01|20.353982300884958
CA|751|YVR|156|PVG|3406|Y|0|763|2|30|50.04|4304.19|2023-01-01|6.666666666666667
CC|221|GUA|1767|TGU|1776||0|L4T|31|127|53.47|2434.98|2023-01-01|24.409448818897637
CG|1308|GKA|1|LAE|4||0|DH8|13|102|62.15|2987.36|2023-01-01|12.745098039215685
CG|1308|GKA|1|POM|5||0|DH8|2|72|75.49|1099.82|2023-01-01|2.7777777777777777
CG|1308|HGU|3|TBG|5434||0|DH8|11|94|56.24|6686.5|2023-01-01|11.702127659574469
CG|1308|HGU|3|WWK|6||0|DH8|16|101|77.65|2027.76|2023-01-01|15.841584158415841
CG|1308|PNP|5423|TFI|5984||0|DH8|9|42|72.49|1875.08|2023-01-01|21.428571428571427
CG|1308|RAB|5435|KVG|5428||0|DH8|16|72|69.75|7675.5|2023-01-01|22.22222222222222
CG|1308|TBG|5434|UNG|5425||0|DH8|13|79|75.84|1934.27|2023-01-01|16.455696202531644
CG|1308|TIZ|5433|HGU|3||0|DH8|8|94|58.26|2002.27|2023-01-01|8.51063829787234
CG|1308|UNG|5425|TBG|5434||0|DH8|18|101|76.78|2113.5|2023-01-01|17.82178217821782
CI|1756|HKG|3077|TPE|2276||0|333 738 744 343|6|47|72.66|1434.54|2023-01-01|12.76595744680851
CI|1756|ISG|2387|TPE|2276||0|738|12|86|77.2|2637.9|2023-01-01|13.953488372093023
CI|1756|SIN|3316|KHH|2264||0|738|27|125|53.4|973.59|2023-01-01|21.6
CI|1756|TPE|2276|NRT|2279||0|333 744|0|44|72.17|4660.5|2023-01-01|0.0
CI|1756|TPE|2276|WUX|6390|Y|0|321|3|95|52.73|2163.6|2023-01-01|3.1578947368421053
CI|1756|TPE|2276|YVR|156||0|343|13|104|72.57|1477.32|2023-01-01|12.5
CI|1756|TSA|2275|SHA|3391||0|333|27|117|67.49|3168.59|2023-01-01|23.076923076923077
CI|1756|YVR|156|TPE|2276||0|343|9|82|68.99|1582.1000000000001|2023-01-01|10.975609756097562
CM|1889|BGA|2708|BOG|2709||0|320 319|14|91|61.05|2321.38|2023-01-01|15.384615384615385
CM|1889|BGA|2708|PTY|1871||0|E90|13|100|59.91|4971.2|2023-01-01|13.0
CM|1889|BOG|2709|CTG|2714||0|320|14|62|68.25|2302.18|2023-01-01|22.58064516129032
CM|1889|MCO|3878|PTY|1871||0|73G 738|2|15|57.97|2584.1000000000004|2023-01-01|13.333333333333334
CM|1889|MTY|1825|PTY|1871||0|E90|29|120|51.59|1409.94|2023-01-01|24.166666666666668
CM|1889|POS|2902|PTY|1871||0|73G E90|2|80|56.53|7433.9|2023-01-01|2.5
CM|1889|PTY|1871|GDL|1804||0|E90|4|81|76.14|1150.02|2023-01-01|4.938271604938271
CM|1889|PTY|1871|IQT|2801||0|E90|29|119|68.1|1612.1000000000001|2023-01-01|24.369747899159663
CM|1889|PUJ|1760|BOG|2709||0|E90|0|68|65.36|2037.78|2023-01-01|0.0
CM|1889|SAP|1772|SJO|1885||0|738|10|107|55.05|2701.98|2023-01-01|9.345794392523365
CM|1889|SCL|2650|PTY|1871||0|738|15|111|58.22|1663.3|2023-01-01|13.513513513513514
CM|1889|SDQ|1762|PTY|1871||0|738 73G E90|3|74|77.6|4179.9|2023-01-01|4.054054054054054
CM|1889|SEA|3577|IAH|3550|Y|0|320|20|113|77.4|835.16|2023-01-01|17.699115044247787
CM|1889|TGU|1776|PTY|1871||0|738|11|53|69.03|2461.56|2023-01-01|20.754716981132077
CU|1936|HAV|1909|GAO|1908||0|A58|20|99|76.05|1774.22|2023-01-01|20.2020202020202
CU|1936|SCU|1905|FCO|1555|Y|0|767|10|75|66.43|2080.89|2023-01-01|13.333333333333334
CU|1936|SDQ|1762|HAV|1909||0|A58 319 T20|6|63|70.34|5575.2|2023-01-01|9.523809523809524
CX|1680|FUK|2305|HKG|3077||0|321 333|15|85|73.35|1699.65|2023-01-01|17.647058823529413
CX|1680|HKG|3077|HAK|4120||0|320 321|1|12|62.56|1297.82|2023-01-01|8.333333333333332
CX|1680|HKG|3077|KUL|3304||0|333 772 738 343 773|9|45|64.96|4532.3|2023-01-01|20.0
CX|1680|HKG|3077|SGN|3205||0|321 77W 333 343|6|41|59.91|3550.4|2023-01-01|14.634146341463413
CX|1680|KTM|3125|DAC|3076||0|333|2|101|64.44|1229.56|2023-01-01|1.9801980198019802
CY|1942|LCA|1197|AUH|2179|Y|0|320|20|115|78.79|1348.7|2023-01-01|17.391304347826086
CZ|1767|AAT|6946|URC|3399||0|73G E90|25|120|77.95|3424.14|2023-01-01|20.833333333333336
CZ|1767|ACX|7506|CAN|3370||0|319|3|54|75.61|1236.41|2023-01-01|5.555555555555555
CZ|1767|AQG|6427|CAN|3370||0|E90|3|58|55.18|6621.599999999999|2023-01-01|5.172413793103448
CZ|1767|CAN|3370|CZX|4109||0|E90|2|68|55.55|2886.5|2023-01-01|2.941176470588235
CZ|1767|CAN|3370|HGH|3386||0|321 320 772 319 E90 738|10|50|76.89|4349.700000000001|2023-01-01|20.0
CZ|1767|CAN|3370|HJJ|7519||0|E90|31|130|77.09|849.2|2023-01-01|23.846153846153847
CZ|1767|CAN|3370|HRB|3400||0|320|0|11|61.02|3878.41|2023-01-01|0.0
CZ|1767|CAN|3370|JIU|6381||0|E90|23|118|60.67|895.46|2023-01-01|19.491525423728813
CZ|1767|CAN|3370|PNH|3034||0|321 319|0|80|70.98|5554.0|2023-01-01|0.0
CZ|1767|CAN|3370|SHE|4144||0|320 319|0|97|67.3|1417.2|2023-01-01|0.0
CZ|1767|CAN|3370|SVO|2985||0|333 332|20|99|74.69|1246.41|2023-01-01|20.2020202020202
CZ|1767|CAN|3370|SWA|4302||0|738|9|96|65.08|896.08|2023-01-01|9.375
CZ|1767|CAN|3370|TYN|3369||0|738 737 320|10|80|51.94|3935.4|2023-01-01|12.5
CZ|1767|CAN|3370|WNZ|6392||0|733 738 320|22|114|52.72|1211.46|2023-01-01|19.298245614035086
CZ|1767|CGO|3375|DLC|3404||0|319|3|34|76.23|1391.94|2023-01-01|8.823529411764707
CZ|1767|CGO|3375|NNY|6359||0|320|2|17|56.5|6950.299999999999|2023-01-01|11.76470588235294
CZ|1767|CGQ|4380|NRT|2279||0|321|14|70|55.9|7974.0|2023-01-01|20.0
CZ|1767|CKG|3393|HAK|4120||0|733|11|61|73.03|1769.8|2023-01-01|18.0327868852459
CZ|1767|CSX|3371|CZX|4109||0|320|3|87|77.96|1460.31|2023-01-01|3.4482758620689653
CZ|1767|CSX|3371|ICN|3930||0|320|12|102|67.15|2094.02|2023-01-01|11.76470588235294
CZ|1767|CSX|3371|NKG|3388||0|320|11|60|79.54|1949.44|2023-01-01|18.333333333333332
CZ|1767|CSX|3371|XNN|6366||0|320|20|86|55.74|1073.05|2023-01-01|23.25581395348837
CZ|1767|DAD|3196|CAN|3370||0|738|13|108|77.92|4138.0|2023-01-01|12.037037037037036
CZ|1767|DLC|3404|SJW|6347||0|320 319|4|44|51.23|3494.19|2023-01-01|9.090909090909092
CZ|1767|FOC|3385|WUH|3376||0|738 73G|15|115|74.35|6116.4|2023-01-01|13.043478260869565
CZ|1767|HGH|3386|ZUH|6355||0|738 320|17|99|70.28|1104.23|2023-01-01|17.17171717171717
CZ|1767|HMI|6743|URC|3399||0|E90|13|61|72.1|845.43|2023-01-01|21.311475409836063
CZ|1767|HRB|3400|FOC|3385|Y|0|737|0|97|59.46|2084.94|2023-01-01|0.0
CZ|1767|HRB|3400|HEK|6410||0|320|1|32|52.57|3263.37|2023-01-01|3.125
CZ|1767|HRB|3400|LDS|\N||0|320|3|45|51.49|2149.84|2023-01-01|6.666666666666667
CZ|1767|JMU|6411|PVG|3406||0|320|13|55|69.57|1484.33|2023-01-01|23.636363636363637
CZ|1767|KMG|3382|CSX|3371||0|320 321|4|60|51.95|3023.6|2023-01-01|6.666666666666667
CZ|1767|KMG|3382|FOC|3385|Y|0|737|24|102|52.91|1469.77|2023-01-01|23.52941176470588
CZ|1767|KMG|3382|HFE|3389||0|737|28|123|52.85|7651.0|2023-01-01|22.76422764227642
CZ|1767|KUL|3304|CAN|3370||0|320 73G|5|71|66.39|1971.69|2023-01-01|7.042253521126761
CZ|1767|KWE|3394|ZUH|6355||0|73G 738|5|84|70.92|3697.72|2023-01-01|5.952380952380952
CZ|1767|KWL|3372|PEK|3364||0|738 321|0|18|58.59|2442.85|2023-01-01|0.0
CZ|1767|LHW|6431|CSX|3371||0|320|16|73|68.76|7009.07|2023-01-01|21.91780821917808
CZ|1767|LJG|4033|KMG|3382||0|320 73G 733 737|3|22|67.37|980.91|2023-01-01|13.636363636363635
CZ|1767|NGB|3387|XMN|3383|Y|0|737|11|62|74.61|2036.31|2023-01-01|17.741935483870968
CZ|1767|NGO|3942|DLC|3404||0|319|25|113|67.56|1227.56|2023-01-01|22.123893805309734
CZ|1767|NGO|3942|SHE|4144||0|319|15|71|77.82|2044.38|2023-01-01|21.12676056338028
CZ|1767|NKG|3388|CAN|3370||0|320 321 332 738|2|97|56.17|4281.5|2023-01-01|2.0618556701030926
CZ|1767|NKG|3388|XMN|3383||0|319|31|128|75.69|6568.099999999999|2023-01-01|24.21875
CZ|1767|PEK|3364|INC|4085||0|320 321|13|95|65.03|2465.54|2023-01-01|13.684210526315791
CZ|1767|PEK|3364|TEN|6963||0|319|6|45|68.32|3993.72|2023-01-01|13.333333333333334
CZ|1767|PVG|3406|AMS|580|Y|0|74M 747|10|62|79.85|6242.6|2023-01-01|16.129032258064516
CZ|1767|SHA|3391|XMN|3383|Y|0|737|10|61|79.11|938.67|2023-01-01|16.39344262295082
CZ|1767|SWA|4302|PEK|3364||0|738|5|80|72.48|2848.26|2023-01-01|6.25
CZ|1767|SYX|4030|ZUH|6355||0|738|7|105|77.06|2098.37|2023-01-01|6.666666666666667
CZ|1767|SZX|3374|KHN|3384||0|321 319 320|4|62|56.89|3397.0|2023-01-01|6.451612903225806
CZ|1767|SZX|3374|PEK|3364||0|333 321|11|87|50.8|1002.88|2023-01-01|12.643678160919542
CZ|1767|TAO|3390|CSX|3371||0|320 321|2|21|68.49|870.93|2023-01-01|9.523809523809524
CZ|1767|TSN|3368|CAN|3370||0|738 73G 319|5|30|70.6|3295.7999999999997|2023-01-01|16.666666666666664
CZ|1767|TYN|3369|DYG|6353||0|320|15|86|71.81|2440.06|2023-01-01|17.441860465116278
CZ|1767|URC|3399|CAN|3370||0|738 777 752 73G|9|62|67.09|3121.71|2023-01-01|14.516129032258066
CZ|1767|URC|3399|HGH|3386||0|73G|8|68|67.83|1406.74|2023-01-01|11.76470588235294
CZ|1767|WUH|3376|BAV|6346||0|738|15|93|66.37|6573.099999999999|2023-01-01|16.129032258064516
CZ|1767|WUH|3376|XMN|3383||0|73G 738|18|86|72.67|3643.3|2023-01-01|20.930232558139537
CZ|1767|XIY|3379|INC|4085||0|320|16|92|54.08|864.04|2023-01-01|17.391304347826086
CZ|1767|XMN|3383|YNZ|6393|Y|0|737|2|18|66.24|1497.14|2023-01-01|11.11111111111111
CZ|1767|XMN|3383|ZUH|6355|Y|0|737|0|43|52.17|2198.03|2023-01-01|0.0
CZ|1767|XUZ|4149|CAN|3370||0|738|6|47|59.3|5287.9|2023-01-01|12.76595744680851
CZ|1767|YNZ|6393|DLC|3404||0|73G 738|9|108|79.64|4170.97|2023-01-01|8.333333333333332
CZ|1767|YTY|8876|CAN|3370||0|738|0|74|68.06|1102.65|2023-01-01|0.0
CZ|1767|ZUH|6355|PEK|3364||0|738|12|66|59.91|1266.34|2023-01-01|18.181818181818183
CZ|1767|ZUH|6355|WUH|3376||0|738|17|82|63.16|2608.11|2023-01-01|20.73170731707317
D2|\N|CEE|6111|DME|4029||0|CR2|8|64|79.64|913.29|2023-01-01|12.5
D7|2417|KUL|3304|KTM|3125||0|330|8|33|55.72|5906.900000000001|2023-01-01|24.242424242424242
DC|2585|BMA|738|VXO|711||0|S20|7|56|64.9|1205.46|2023-01-01|12.5
DC|2585|RNB|685|BMA|738||0|S20|13|99|77.93|3208.6000000000004|2023-01-01|13.131313131313133
DD|3674|DMK|3157|CEI|3932||0|738|3|26|79.46|1563.02|2023-01-01|11.538461538461538
DE|1868|ANU|2874|FRA|340||0|767|16|72|62.62|3889.03|2023-01-01|22.22222222222222
DE|1868|DUS|345|HER|1452||0|738 757|20|108|70.97|1584.22|2023-01-01|18.51851851851852
DE|1868|FRA|340|DJE|293||0|757|1|15|51.61|4005.77|2023-01-01|6.666666666666667
DE|1868|FRA|340|HOG|1910||0|767|14|93|67.53|4216.07|2023-01-01|15.053763440860216
DE|1868|FRA|340|SSA|2621||0|767|4|79|51.45|5430.4|2023-01-01|5.063291139240507
DE|1868|HAM|342|LPA|1054||0|757|16|93|53.81|1835.41|2023-01-01|17.20430107526882
DE|1868|KGS|1458|FRA|340||0|738 32S|7|40|67.45|1244.25|2023-01-01|17.5
DH|10128|LOS|273|SSG|891||0|AT7|13|97|52.7|1351.82|2023-01-01|13.402061855670103
DL|2009|AMS|580|KGL|1165|Y|0|332 330|14|74|66.77|3228.98|2023-01-01|18.91891891891892
DL|2009|ATL|3682|BZE|1957||0|319 M88|16|116|67.89|2474.47|2023-01-01|13.793103448275861
DL|2009|ATL|3682|CHS|3806||0|319 320 M88 73W 717|11|98|66.57|1625.08|2023-01-01|11.224489795918368
DL|2009|ATL|3682|FNT|4089||0|M88|5|97|65.04|1497.71|2023-01-01|5.154639175257731
DL|2009|ATL|3682|HOU|3566||0|M88|3|14|52.11|2573.38|2023-01-01|21.428571428571427
DL|2009|ATL|3682|ILM|3845||0|319|9|55|58.15|2777.5|2023-01-01|16.363636363636363
DL|2009|ATL|3682|MSP|3858||0|757 320 M90 73H 739 738|4|20|53.81|1292.7|2023-01-01|20.0
DL|2009|ATL|3682|MSY|3861||0|757 M90 M88|23|97|56.59|1155.33|2023-01-01|23.711340206185564
DL|2009|ATL|3682|SJO|1885||0|757 738 73H|12|82|73.55|1771.76|2023-01-01|14.634146341463413
DL|2009|BDL|3825|ATL|3682||0|73W M88 757 320|5|44|79.38|1059.47|2023-01-01|11.363636363636363
DL|2009|BHM|3811|LGA|3697|Y|0|CR7 CR9|5|49|69.73|1566.31|2023-01-01|10.204081632653061
DL|2009|BOI|3495|SLC|3536||0|320 73H 319 738|4|45|56.86|2250.17|2023-01-01|8.88888888888889
DL|2009|BTR|3846|ATL|3682||0|319|16|92|78.19|1185.71|2023-01-01|17.391304347826086
DL|2009|BUF|3820|JFK|3797|Y|0|CR9 CR7|27|120|73.18|1513.08|2023-01-01|22.5
DL|2009|BWI|3849|MSP|3858||0|320 M88 M90 319|30|127|61.54|855.97|2023-01-01|23.62204724409449
DL|2009|BZN|4020|MSP|3858||0|320 319|9|101|58.91|1523.5|2023-01-01|8.91089108910891
DL|2009|CHA|3578|DTW|3645|Y|0|CRJ|12|78|61.56|2566.66|2023-01-01|15.384615384615385
DL|2009|CLT|3876|CVG|3488|Y|0|ERJ CRJ|4|52|60.45|1878.98|2023-01-01|7.6923076923076925
DL|2009|CLT|3876|JFK|3797|Y|0|ERJ|13|89|60.78|972.15|2023-01-01|14.606741573033707
DL|2009|CLT|3876|LGA|3697||0|CR7|25|112|78.04|906.03|2023-01-01|22.321428571428573
DL|2009|COS|3819|ATL|3682||0|738|22|101|68.76|1314.0|2023-01-01|21.782178217821784
DL|2009|DTW|3645|BTV|3711|Y|0|CRJ|24|112|57.19|3092.23|2023-01-01|21.428571428571427
DL|2009|DTW|3645|GRR|3685||0|ERJ M88 717 320|2|59|77.66|1273.42|2023-01-01|3.389830508474576
DL|2009|DTW|3645|LGA|3697||0|320 M88 319|16|70|68.02|4549.23|2023-01-01|22.857142857142858
DL|2009|FCA|4127|SLC|3536|Y|0|E75 CRJ|5|99|77.72|2728.7|2023-01-01|5.05050505050505
DL|2009|GPT|4038|ATL|3682||0|M88|4|72|72.5|1539.0|2023-01-01|5.555555555555555
DL|2009|GRR|3685|ATL|3682||0|320 717 M88 319|15|106|73.21|1121.09|2023-01-01|14.150943396226415
DL|2009|GTF|3880|SLC|3536|Y|0|CRJ|9|37|60.33|4257.78|2023-01-01|24.324324324324326
DL|2009|HNL|3728|KIX|3992||0|333|20|97|74.58|1314.43|2023-01-01|20.618556701030926
DL|2009|ICN|3930|ORD|3830|Y|0|772 77W|17|105|72.05|1112.38|2023-01-01|16.19047619047619
DL|2009|ICT|3457|MSP|3858|Y|0|CRJ|20|112|50.27|2389.37|2023-01-01|17.857142857142858
DL|2009|ILM|3845|ATL|3682||0|319|11|55|70.94|1012.66|2023-01-01|20.0
DL|2009|IND|3585|ATL|3682||0|M88 320  M90|24|107|58.67|972.85|2023-01-01|22.429906542056074
DL|2009|JFK|3797|GND|2882||0|73H|12|68|55.82|1601.29|2023-01-01|17.647058823529413
DL|2009|JFK|3797|STT|2883||0|757|16|93|55.63|1663.13|2023-01-01|17.20430107526882
DL|2009|JFK|3797|TPA|3646||0|M88 738 73H|18|84|51.78|4307.75|2023-01-01|21.428571428571427
DL|2009|KWI|2176|AMS|580|Y|0|330|29|120|56.34|3528.3999999999996|2023-01-01|24.166666666666668
DL|2009|LAN|3544|DTW|3645|Y|0|CRJ|5|26|57.25|6045.8|2023-01-01|19.230769230769234
DL|2009|LAS|3877|DTW|3645||0|757 320 739 738|12|94|51.91|1570.8000000000002|2023-01-01|12.76595744680851
DL|2009|LAX|3484|AMS|580|Y|0|74M 747|4|73|63.01|936.93|2023-01-01|5.47945205479452
DL|2009|LAX|3484|HMO|1807||0|ER4|5|42|75.77|2641.52|2023-01-01|11.904761904761903
DL|2009|LEX|4017|ATL|3682||0|M88 717|22|104|59.53|7679.0|2023-01-01|21.153846153846153
DL|2009|LGA|3697|MSY|3861||0|319|27|119|65.11|5255.8|2023-01-01|22.689075630252102
DL|2009|LGA|3697|PIT|3570|Y|0|CR9 CR7|5|33|75.54|1557.19|2023-01-01|15.151515151515152
DL|2009|LGA|3697|STL|3678||0|CR7|7|31|63.18|2092.7|2023-01-01|22.58064516129032
DL|2009|MBJ|1780|IND|3585||0|320|9|92|63.19|5611.599999999999|2023-01-01|9.782608695652174
DL|2009|MHT|4011|ATL|3682||0|320|24|111|58.96|2635.52|2023-01-01|21.62162162162162
DL|2009|MIA|3576|ATL|3682||0|M88 757 M90 73H|5|40|79.29|2493.39|2023-01-01|12.5
DL|2009|MIA|3576|SDQ|1762|Y|0|738|5|25|73.99|7435.05|2023-01-01|20.0
DL|2009|MSP|3858|BJI|4287|Y|0|CRJ|12|60|51.26|2780.64|2023-01-01|20.0
DL|2009|MSP|3858|CWA|4045|Y|0|CRJ|1|7|74.59|1293.61|2023-01-01|14.285714285714285
DL|2009|MSP|3858|DEN|3751||0|M90 320|9|93|66.27|1390.66|2023-01-01|9.67741935483871
DL|2009|MSP|3858|HLN|3504|Y|0|E75|12|94|59.33|6875.599999999999|2023-01-01|12.76595744680851
DL|2009|MSP|3858|LSE|4044|Y|0|CRJ|17|113|68.1|1042.6|2023-01-01|15.04424778761062
DL|2009|MSP|3858|ORD|3830||0|M90 M88 320 319|13|92|75.86|7673.6|2023-01-01|14.130434782608695
DL|2009|MSP|3858|YEG|49|Y|0|E75|9|92|54.62|1025.86|2023-01-01|9.782608695652174
DL|2009|MSP|3858|YVR|156|Y|0|E75|3|49|65.59|1365.77|2023-01-01|6.122448979591836
DL|2009|MUC|346|ATL|3682||0|764|0|70|70.76|1031.9|2023-01-01|0.0
DL|2009|NRT|2279|JFK|3797||0|744|4|90|70.29|2060.35|2023-01-01|4.444444444444445
DL|2009|NRT|2279|TPE|2276||0|744|9|86|76.52|1057.1|2023-01-01|10.465116279069768
DL|2009|OGG|3456|SMF|3817|Y|0|73H|12|92|67.52|1082.55|2023-01-01|13.043478260869565
DL|2009|OKC|3863|SLC|3536|Y|0|CR9 CR7|14|88|66.3|3136.65|2023-01-01|15.909090909090908
DL|2009|ORD|3830|JFK|3797|Y|0|CR9|6|80|73.91|6415.04|2023-01-01|7.5
DL|2009|PIT|3570|MCO|3878|Y|0|CR9|6|29|52.54|1281.22|2023-01-01|20.689655172413794
